,ego_brake,ego_dist,ego_throttle,ego_vel,other_amount,other_dist,other_vel,shield_takeover
10,0.0,"[22.56477496 22.54289356 22.52765192 22.52872928 24.84235683 24.27331975
 23.78637752 22.57117853]",0.699999988079071,7.75205435698852,8.0,"[6.45915267 5.29963672 3.92476733 2.58771414 1.46655224 1.02755698
 1.50957641 1.54439573]","[1.0964843730549332, 1.203762375077822, 1.3252248325869043, 1.3641186294817864, 1.3208240120668413, 1.2945466467596365, 1.3224417823232737, 1.1155390656854989]",[False False False False False False False False]
11,0.4000000059604645,"[17.7988916  17.76848812 17.75038019 17.74689698 20.05979472 19.47999613
 18.9649032  17.81101488]",0.0,8.11205825762777,8.0,"[5.80077111 4.57754212 3.15882638 1.80117697 0.65282899 0.25111721
 0.71969634 0.82937314]","[1.0981529377321941, 1.2038662060668994, 1.2425366594703793, 1.2493290912714488, 1.3704779878597066, 1.2960690505787864, 1.3193316538532602, 1.283010300942509]",[False False  True  True  True  True  True  True]
12,0.4000000059604645,"[13.41312748 13.37358714 13.34963566 13.35017868 15.65902575 15.06059475
 14.51973072 13.46043108]",0.0,6.042778321325881,8.0,"[5.14144822 3.8555111  2.35901281 1.02769929 0.16841649 0.51542698
 0.06162648 0.082184  ]","[1.099903676850422, 1.203931237966387, 1.3235166631541608, 1.2942445668694695, 1.368696874826552, 1.243763886938436, 1.2703907698487538, 1.2240636258895128]",[False  True  True  True  True  True  True  True]
13,0.0,"[10.63028342 10.58105944 10.55240586 10.54906574 12.86477487 12.24612289
 11.68521525 10.6480175 ]",0.0,3.3487538322878145,8.0,"[4.48121184 3.13347965 1.58622462 0.2667262  0.98832763 1.26217158
 0.82152538 0.57964517]","[1.1015626558344118, 1.2040101198998012, 1.2408729678279329, 1.290571349613387, 1.3663143411218552, 1.2474165760950329, 1.2692009071875805, 1.199403467525954]",[False  True  True  True False False False  True]
14,0.0,"[ 8.9983      8.94039081  8.91389918  8.90477341 11.21293517 10.57432334
 10.00095651  8.95247227]",0.0,2.1754420078435404,8.0,"[3.82574133 2.40910429 0.80289333 0.50804961 1.7698204  2.0102723
 1.58045355 1.34494318]","[1.1066582263093978, 1.2120318700975814, 1.3085803095956694, 1.2910684856575214, 1.2679490177157278, 1.2508019956045446, 1.268926542610381, 1.3146133262764408]",[ True  True  True  True False False False  True]
15,0.0,"[ 7.92006584  7.84893611  7.81595953  7.81071928 10.08962173  9.4365544
  8.85025468  7.83582467]",0.699999988079071,1.4599351740936442,8.0,"[3.16294823 1.682483   0.0123376  1.2812724  2.53078136 2.7609828
 2.34412355 2.11013219]","[1.1046519810991442, 1.2115581903060355, 1.323618266938301, 1.2877720723513726, 1.2716838007985778, 1.2618834196854318, 1.2766804770729638, 1.273081577761297]",[False False False False False False False False]
16,0.4000000059604645,"[6.84788711 6.76274103 6.71519475 6.72046724 8.9484445  8.29501647
 7.69520883 6.73841835]",0.0,2.398498261424269,8.0,"[2.50062137 0.95490316 0.78622732 2.05187695 3.29322542 3.51628645
 3.10552719 2.91648932]","[1.1034352739684568, 1.2129364801130706, 1.3459528642058514, 1.280865307609789, 1.2726886102898731, 1.2599702554425252, 1.269801816477151, 1.2515253371587247]",[ True  True  True  True  True  True  True  True]
17,0.4000000059604645,"[5.70499573 5.60992714 5.55349175 5.52058464 7.70201523 7.05134604
 6.45278769 5.49760225]",0.0,1.2784103497366512,8.0,"[1.84125805 0.22672259 1.59597749 2.83548017 4.08750371 4.26846337
 3.8617136  3.67039365]","[1.1011846448923117, 1.2173845554270688, 1.3591274357501293, 1.3134838506379418, 1.3944019380073096, 1.2567947058606221, 1.2613149302372497, 1.254952186922138]",[ True  True  True  True False False  True  True]
18,0.0,"[5.56492007 5.45609504 5.39678797 5.31900331 7.42680994 6.77488018
 6.19361243 5.29054028]",0.699999988079071,0.014763512183902516,8.0,"[1.18018501 0.50635428 2.41584549 3.62124135 4.92852365 5.01889093
 4.61499762 4.39029305]","[1.1095257482592917, 1.2274496027440496, 1.370923762638506, 1.3094728723992786, 1.4179285606670349, 1.2588762126271453, 1.2596403310996795, 1.2546594910938897]",[False False False False False False False False]
19,0.4000000059604645,"[5.37455253 5.25413427 5.18198376 5.05154411 7.06893929 6.41050971
 5.89958665 5.02338978]",0.0,1.186737500748519,8.0,"[0.51384108 1.24453469 3.23848085 4.37683153 5.76913866 5.7760288
 5.31414446 5.1451803 ]","[1.1196874357742905, 1.2391570262473333, 1.3760428375462477, 1.261709813505089, 1.416668167227643, 1.2967337094228903, 1.1410551580987232, 1.2862202594174386]",[ True  True  True  True False False False False]
20,0.0,"[5.06175651 4.94181972 4.81034543 4.67861011 6.52604017 5.86867826
 5.47236865 4.64081469]",0.699999988079071,0.013892470236241123,8.0,"[0.16645966 1.99908461 4.05456551 5.13442633 6.60023765 6.53586342
 6.00043828 5.9167738 ]","[1.1503435956045958, 1.3103752247037672, 1.3602862364020551, 1.2646757029765796, 1.415777747340525, 1.2939040308161156, 1.1524747414087577, 1.2870197511348762]",[False False False False False False False False]
21,0.4000000059604645,"[4.82396388 4.70557466 4.4943899  4.37039646 6.00329315 5.32509241
 5.12573059 4.35374349]",0.0,1.2941858772401944,8.0,"[0.8677465  2.79045342 4.87533588 5.89844475 7.38525196 7.30970151
 6.70673665 6.76738967]","[1.2073463278990622, 1.3209993287243542, 1.3817155148237217, 1.2707361354722921, 1.3590562048024188, 1.3826449869278905, 1.2011922198797873, 1.300690201472245]",[ True  True False False False False False False]
22,0.0,"[4.49872713 4.317995   4.02903612 3.96202297 5.29814934 4.69871385
 4.69460756 3.89767359]",0.699999988079071,0.013206062971570698,8.0,"[1.59828093 3.58506589 5.68600785 6.61298767 8.16729959 7.97230602
 7.2709205  7.46442633]","[1.2359201947421439, 1.3221237431955561, 1.3673301585781663, 0.998829335213507, 1.4312428774566008, 0.7452892427427358, 0.47479575560250337, 1.2484658382939329]",[False False False False False False False False]
23,0.4000000059604645,"[4.28844544 4.01174699 3.70973548 3.68304419 4.82665378 4.2221448
 4.3492726  3.64251899]",0.0,1.302342144604126,8.0,"[2.33966171 4.37277925 6.28193736 7.17452587 8.89629751 8.70983973
 8.05591096 7.95613215]","[1.2580234165031594, 1.312820928935524, 1.05019307973751, 1.0334236116598945, 1.3918798117698057, 1.2291190873188922, 1.3277931800526181, 0.9544239198089943]",[ True False False False False False False False]
24,0.0,"[3.92050723 3.57202671 3.2555848  3.41375888 4.22711237 3.46323044
 3.95341783 3.28119858]",0.699999988079071,0.012870169047238051,8.0,"[3.12881895 5.13776661 6.94627947 7.72962464 9.52113353 9.3646179
 8.77341562 8.5725478 ]","[1.3049163105334507, 1.2687617383607204, 0.769710349772863, 0.6875888955862929, 0.894893455798863, 1.226707125162299, 1.0742951614028178, 1.0122577655384284]",[False False False False False False False False]
25,0.0,"[3.62079811 3.25081609 2.96446352 3.39150173 3.27082405 2.51599959
 3.78632975 3.09935288]",0.4000000059604645,1.3126308587798583,8.0,"[3.90056961 5.88297588 7.64384811 8.55168112 9.96532431 9.68517155
 9.54626406 9.22046878]","[1.2860828049053752, 1.169767132247295, 0.5760269163486363, 1.338580382281362, 1.3541264745212303, 1.2128180743024934, 1.335659725416678, 0.6781325685712638]",[ True False False False False False False False]
26,0.0,"[2.53313243 2.1413027  2.25645559 2.1354261  1.5118938  0.66972664
 2.6203922  1.48382883]",0.699999988079071,1.9534904493923466,8.0,"[ 4.63227709  6.62953347  8.43019314  9.36697527 10.35197611  9.99443477
 10.32651918  9.66530355]","[1.2246456870495426, 1.2423234937750092, 1.3649359351254076, 1.4468933247510745, 1.3263238402682676, 1.2800842926317202, 1.3103029307227045, 1.3299611833236287]",[False False False False False False False False]
27,0.0,"[  0.96558157   0.57336192   0.73901819 100.         100.
 100.           1.2089807  100.        ]",0.699999988079071,3.0716241598758858,8.0,"[  5.36078254   7.37072654   9.22842128 100.         100.
 100.          10.99067932 100.        ]","[1.2185561033669614, 1.2421847393778198, 1.3394318788548423, 1.3732259410241112, 1.3150244367109591, 1.2606378224350288, 1.2228553715793002, 1.3120226113903013]",[False False False False False False False False]
28,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,4.2268897260841225,8.0,[100 100 100 100 100 100 100 100],"[1.2167386786822694, 1.1271210913876464, 1.321463783198446, 0.9093547679460745, 1.298629063831274, 1.2047901936412075, 1.324637710964762, 1.2989387672543315]",[False False False False False False False False]
29,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,5.215752072559906,8.0,[100 100 100 100 100 100 100 100],"[1.2197201927516381, 1.3338524620859553, 1.321310143437399, 1.3951941156579801, 1.3344914709068874, 1.2054503433763528, 1.3125392932727526, 1.2976293599466884]",[False False False False False False False False]
30,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,5.984741952463521,8.0,[100 100 100 100 100 100 100 100],"[1.1341931811553447, 1.0355671623584473, 1.3288779613301185, 1.2730220370587064, 0.4421328449780277, 1.1952680940654172, 1.3212100217288143, 1.2141893630217657]",[False False False False False False False False]
31,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,6.653701165399859,8.0,[100 100 100 100 100 100 100 100],"[1.257624802815924, 1.1446035411022728, 1.1309471452478856, 0.5504126725322572, 1.323571621265955, 1.1958095279428624, 1.3270560696715499, 1.180408113193719]",[False False False False False False False False]
32,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,7.2069580820437595,8.0,[100 100 100 100 100 100 100 100],"[1.2121820873754299, 1.164376053151849, 1.3521481473080885, 1.1824764484770092, 1.3630553662312266, 30.714932802729514, 1.3310295022623502, 0.637233880626986]",[False False False False False False False False]
33,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,7.670467792830735,8.0,[100 100 100 100 100 100 100 100],"[1.104896194202236, 1.204287235169695, 1.1188789153420842, 1.0457909508333147, 1.2075291186154373, 0.12515513998505376, 1.3581159110188832, 0.33603919194588017]",[False False False False False False False False]
34,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,8.071753605860128,8.0,[100 100 100 100 100 100 100 100],"[0.7939696412124417, 1.127459434222238, 0.47688113778324215, 0.5376527282849903, 1.2162660052153138, 1.1502620677447295, 1.3667345111832083, 0.3584532982459127]",[False False False False False False False False]
35,0.0,[100 100 100 100 100 100 100 100],0.6806573271751404,8.363731619968787,8.0,[100 100 100 100 100 100 100 100],"[1.1017101704188252, 1.1460219820663677, 0.915983307076178, 1.3527282026773182, 1.2135432440060494, 1.1605776915900359, 1.376816330195239, 0.13403280581914734]",[False False False False False False False False]
36,0.0,[100 100 100 100 100 100 100 100],0.6654319167137146,8.509338192241898,8.0,[100 100 100 100 100 100 100 100],"[1.1006525314343862, 0.9944402461750514, 1.306385048393117, 1.3279996498704556, 1.2109697607741232, 1.162668160847752, 1.388935969325562, 0.9154867523655389]",[False False False False False False False False]
37,0.0,[100 100 100 100 100 100 100 100],0.661414623260498,8.56229197945847,8.0,[100 100 100 100 100 100 100 100],"[1.1016478295114684, 1.1543401716040558, 1.467693293574148, 1.3441172200667635, 1.2107308878183758, 1.1645219761746815, 1.4606186439628215, 1.169204460218195]",[False False False False False False False False]
38,0.0,[100 100 100 100 100 100 100 100],0.6606281995773315,8.58377937552669,8.0,[100 100 100 100 100 100 100 100],"[1.1032309728335834, 1.1956901323986129, 1.4417254794138412, 1.2585517774704142, 1.210347897868736, 1.1666933125351464, 1.4514440654069674, 1.318199155491983]",[False False False False False False False False]
39,0.0,[100 100 100 100 100 100 100 100],0.6606924533843994,8.596419001754537,8.0,[100 100 100 100 100 100 100 100],"[0.6410624352860016, 0.7397509335274581, 1.441917848718623, 1.259690988388575, 1.210686229125957, 1.2109409722347644, 1.4530803655609446, 1.3158944395209695]",[False False False False False False False False]
40,0.0,[100 100 100 100 100 100 100 100],0.6609649658203125,8.606739690784172,8.0,[100 100 100 100 100 100 100 100],"[1.108983420927945, 1.1565122258449505, 1.4362707095462521, 1.2514415256282831, 1.2110643316483316, 1.2123490976954254, 1.3070189280155227, 1.3143290843653923]",[False False False False False False False False]
41,0.0,[100 100 100 100 100 100 100 100],0.6611876487731934,8.616878359143765,8.0,[100 100 100 100 100 100 100 100],"[1.1093810775295079, 1.1560063729360603, 1.2842430534242384, 0.76428075414719, 0.5241693292551374, 1.2090607248440077, 0.7191581656037034, 1.3140580153842356]",[False False False False False False False False]
42,1.0,[100 100 100 100 100 100 100 100],0.0,6.060449990558108,8.0,[100 100 100 100 100 100 100 100],"[0.7093479906946176, 1.1539886631136056, 1.1764686945142173, 1.2820535626264005, 0.8886230579542128, 0.7165440049687632, 0.07826549864806749, 1.3199093589075481]",[False False False False False False False False]
43,1.0,[100 100 100 100 100 100 100 100],0.0,1.9497623450349064,8.0,[100 100 100 100 100 100 100 100],"[1.09403990650455, 1.1548267682927376, 0.9969427223611875, 0.5650144386810337, 1.324249516449013, 1.2446211368985012, 0.01694976070088846, 1.3666444626032246]",[False False False False False False False False]
44,1.0,[100 100 100 100 100 100 100 100],0.0,0.003204827011011324,8.0,[100 100 100 100 100 100 100 100],"[1.081046247113368, 1.2189062314590187, 0.38943689666886755, 1.248775754255153, 1.3031866190613255, 1.4529398655555756, 0.8773948507510461, 0.7887973335229447]",[False False False False False False False False]
45,1.0,[100 100 100 100 100 100 100 100],0.0,0.00011629185231077652,8.0,[100 100 100 100 100 100 100 100],"[0.1525669349700246, 1.355419850635434, 0.7483881832979745, 1.4644798159691907, 1.2254573303789495, 1.325804823568102, 0.8301721325619877, 0.9357425799788063]",[False False False False False False False False]
46,1.0,[100 100 100 100 100 100 100 100],0.0,7.126945647112806e-06,8.0,[100 100 100 100 100 100 100 100],"[0.6573139560442486, 1.0970457739448989, 1.0479771999749437, 1.3662207931466803, 1.2100726141996638, 0.6955811106256128, 1.005020023233293, 0.4284889503539814]",[False False False False False False False False]
47,1.0,[100 100 100 100 100 100 100 100],0.0,6.004623084522306e-06,8.0,[100 100 100 100 100 100 100 100],"[0.30573650934689284, 0.8129599809732718, 1.207497783556444, 1.3585341245688387, 1.1978196243908337, 1.2447084868618028, 1.4196439102418648, 0.9994701255165349]",[False False False False False False False False]
48,1.0,[100 100 100 100 100 100 100 100],0.0,6.39853580005211e-06,8.0,[100 100 100 100 100 100 100 100],"[0.18057324467519614, 1.192105390543891, 1.2398498796559076, 1.3100703882902294, 1.193521803641072, 0.3341582741570932, 1.43302132225962, 1.1010831203402198]",[False False False False False False False False]
49,1.0,[100 100 100 100 100 100 100 100],0.0,6.3050244851118875e-06,8.0,[100 100 100 100 100 100 100 100],"[0.2534765691775758, 0.869479030587361, 1.2456300090625179, 1.23870650200708, 1.1511307953728502, 0.3823777374037247, 1.4097373479271333, 0.9328322919391472]",[False False False False False False False False]
50,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,0.026356579717842183,8.0,[100 100 100 100 100 100 100 100],"[0.23100415786085485, 1.0683337242047672, 1.2594523998204432, 1.2332681322922558, 1.1514323960013024, 0.21245160420892642, 1.3535629056360259, 1.0121318291868955]",[False False False False False False False False]
51,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,1.4240469847651427,8.0,[100 100 100 100 100 100 100 100],"[0.2776595088170207, 0.8965573241289287, 1.359970762695487, 1.2313651903696345, 1.1519831352743715, 0.589028188164008, 1.3574353781918986, 0.5917506115199889]",[False False False False False False False False]
52,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,2.737446419323095,8.0,[100 100 100 100 100 100 100 100],"[0.15133155109851054, 1.0987330856687871, 1.4688055343434785, 1.233242694942928, 1.1546779910454508, 0.6772330097014619, 1.3513787124921497, 0.6378298778204393]",[False False False False False False False False]
53,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,3.850596381849942,8.0,[100 100 100 100 100 100 100 100],"[0.4631758662217002, 1.1333437362720526, 1.4494584649826054, 1.236890124026075, 1.1582778606292006, 0.7035888098376506, 1.3503657550858714, 0.479272904454938]",[False False False False False False False False]
54,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,4.81663214899017,8.0,[100 100 100 100 100 100 100 100],"[0.2620470743617992, 1.1786077389681666, 1.4436796045855083, 1.238984774017648, 0.43080948182792284, 0.8419393772775416, 1.3518603373853693, 0.644234820444323]",[False False False False False False False False]
55,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,5.596423367809878,8.0,[100 100 100 100 100 100 100 100],"[0.4942036029696925, 1.2359503809762875, 1.4426685918459583, 1.295467461495935, 1.2033594121944144, 1.217559461858666, 1.3546328504049059, 1.0464682094424758]",[False False False False False False False False]
56,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,6.352402696165828,8.0,[100 100 100 100 100 100 100 100],"[0.21279251437966987, 0.7808264839951475, 1.3883283608085322, 1.1447046447963405, 1.204368484720161, 0.85538872994981, 1.2153542218909068, 0.7326693676268399]",[False False False False False False False False]
57,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,6.96444196203619,8.0,[100 100 100 100 100 100 100 100],"[0.5995223445022726, 1.3744274225921829, 1.442232114286381, 1.292890990477791, 1.2067126902738188, 1.0814617524803696, 1.323355712844126, 0.9549418129341131]",[False False False False False False False False]
58,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,7.4459354596566705,8.0,[100 100 100 100 100 100 100 100],"[1.210969812501884, 1.4253446166327621, 0.5183179751959163, 1.3164263333311854, 1.05775395774092, 1.365061958956701, 1.456691345824682, 1.2246162436254486]",[False False False False False False False False]
59,0.0,[100 100 100 100 100 100 100 100],0.699999988079071,7.827334017440499,8.0,[100 100 100 100 100 100 100 100],"[1.2316635315862072, 1.372461834638675, 1.4522006267771526, 1.3077307101235363, 1.21647661251123, 1.3571982069390882, 1.360804031747425, 1.197474751317803]",[False False False False False False False False]
